"Step","base_config_0118 - train_loss","base_config_0118 - train_loss__MIN","base_config_0118 - train_loss__MAX"
"887","0.1222657561302185","0.1222657561302185","0.1222657561302185"
"1777","0.11005036532878876","0.11005036532878876","0.11005036532878876"
"2667","0.10177198797464371","0.10177198797464371","0.10177198797464371"
"3557","0.09765776246786118","0.09765776246786118","0.09765776246786118"
"4447","0.09081875532865524","0.09081875532865524","0.09081875532865524"
"5337","0.0883207768201828","0.0883207768201828","0.0883207768201828"
"6227","0.08343080431222916","0.08343080431222916","0.08343080431222916"
"7117","0.08309910446405411","0.08309910446405411","0.08309910446405411"
"8007","0.07936875149607658","0.07881031185388565","0.07992719113826752"
"8897","0.0768820121884346","0.0768820121884346","0.0768820121884346"
"9787","0.07509011775255203","0.07509011775255203","0.07509011775255203"
"10677","0.07425224035978317","0.07425224035978317","0.07425224035978317"
"11567","0.07330459356307983","0.07330459356307983","0.07330459356307983"
"12457","0.07276935130357742","0.07276935130357742","0.07276935130357742"
"13347","0.07305867224931717","0.07305867224931717","0.07305867224931717"
"14237","0.07090365141630173","0.07090365141630173","0.07090365141630173"
"15127","0.06865330785512924","0.06865330785512924","0.06865330785512924"
"16017","0.0676855742931366","0.0676855742931366","0.0676855742931366"
"16907","0.06772767752408981","0.06772767752408981","0.06772767752408981"
"17797","0.06716272607445717","0.06715889275074005","0.06716655939817429"
"18687","0.06620597839355469","0.06620597839355469","0.06620597839355469"
"19577","0.06562000513076782","0.06562000513076782","0.06562000513076782"
"20467","0.0637754574418068","0.0637754574418068","0.0637754574418068"
"21357","0.06506329774856567","0.06506329774856567","0.06506329774856567"
"22247","0.06446557492017746","0.06446557492017746","0.06446557492017746"
"23137","0.0631280466914177","0.0631280466914177","0.0631280466914177"
"24027","0.06173423305153847","0.06173423305153847","0.06173423305153847"
"24917","0.06209597736597061","0.06209597736597061","0.06209597736597061"
"25807","0.06321243941783905","0.06321243941783905","0.06321243941783905"
"26697","0.06232616677880287","0.06232616677880287","0.06232616677880287"
"27587","0.06304334104061127","0.06304334104061127","0.06304334104061127"
"28477","0.059788599610328674","0.059788599610328674","0.059788599610328674"
"29367","0.06023341789841652","0.06023341789841652","0.06023341789841652"
"30257","0.06078808009624481","0.06078808009624481","0.06078808009624481"
"31147","0.060662150382995605","0.060662150382995605","0.060662150382995605"
"32037","0.06087144836783409","0.06087144836783409","0.06087144836783409"
"32927","0.0588778592646122","0.0588778592646122","0.0588778592646122"
"33817","0.057864174246788025","0.057864174246788025","0.057864174246788025"
"34707","0.05768266320228577","0.05768266320228577","0.05768266320228577"
"35597","0.05940619483590126","0.05940619483590126","0.05940619483590126"
"36487","0.058134060353040695","0.058134060353040695","0.058134060353040695"
"37377","0.0584956631064415","0.0584956631064415","0.0584956631064415"
"38267","0.05712120234966278","0.05712120234966278","0.05712120234966278"
"39157","0.05969295650720596","0.05969295650720596","0.05969295650720596"
"40047","0.05726468563079834","0.05726468563079834","0.05726468563079834"
"40937","0.05697771534323692","0.05697771534323692","0.05697771534323692"
"41827","0.056388743221759796","0.056388743221759796","0.056388743221759796"
"42717","0.056545644998550415","0.056545644998550415","0.056545644998550415"
"43607","0.05634983628988266","0.05634983628988266","0.05634983628988266"
"44497","0.05690658837556839","0.05690658837556839","0.05690658837556839"
"45387","0.055570147931575775","0.055570147931575775","0.055570147931575775"
"46277","0.05594482272863388","0.05594482272863388","0.05594482272863388"
"47167","0.05478743091225624","0.05478743091225624","0.05478743091225624"
"48057","0.05558861792087555","0.05558861792087555","0.05558861792087555"
"48947","0.0547034814953804","0.0547034814953804","0.0547034814953804"
"49837","0.055404968559741974","0.055404968559741974","0.055404968559741974"
"50727","0.0558481365442276","0.0558481365442276","0.0558481365442276"
"51617","0.05533670634031296","0.05533670634031296","0.05533670634031296"
"52507","0.054524555802345276","0.054524555802345276","0.054524555802345276"
"53397","0.053690262138843536","0.053690262138843536","0.053690262138843536"
"54287","0.05595993995666504","0.05595993995666504","0.05595993995666504"
"55177","0.054278548806905746","0.054278548806905746","0.054278548806905746"
"56067","0.054543387144804","0.054543387144804","0.054543387144804"
"56957","0.05478360876441002","0.05478360876441002","0.05478360876441002"
"57847","0.05363839864730835","0.05363839864730835","0.05363839864730835"
"58737","0.05660349130630493","0.05660349130630493","0.05660349130630493"
"59627","0.05455111712217331","0.05455111712217331","0.05455111712217331"
"60517","0.05621165409684181","0.05621165409684181","0.05621165409684181"
"61407","0.05444899946451187","0.05444899946451187","0.05444899946451187"
"62297","0.05425211042165756","0.05425211042165756","0.05425211042165756"
"63187","0.053129058331251144","0.053129058331251144","0.053129058331251144"
"64077","0.05244509130716324","0.05244509130716324","0.05244509130716324"
"64967","0.0528702512383461","0.0528702512383461","0.0528702512383461"
"65857","0.05288809910416603","0.05288809910416603","0.05288809910416603"
"66747","0.05349080264568329","0.05349080264568329","0.05349080264568329"
"67637","0.0527675598859787","0.0527675598859787","0.0527675598859787"
"68527","0.05299178883433342","0.05299178883433342","0.05299178883433342"
"69417","0.052022188901901245","0.052022188901901245","0.052022188901901245"
"70307","0.052841588854789734","0.052841588854789734","0.052841588854789734"
"71197","0.05279502272605896","0.05279502272605896","0.05279502272605896"
"72087","0.052347756922245026","0.052347756922245026","0.052347756922245026"
"72977","0.05189479887485504","0.05189479887485504","0.05189479887485504"
"73867","0.052475396543741226","0.052475396543741226","0.052475396543741226"
"74757","0.05328541249036789","0.05328541249036789","0.05328541249036789"
"75647","0.051894862204790115","0.051894862204790115","0.051894862204790115"
"76537","0.05141085386276245","0.05141085386276245","0.05141085386276245"
"77427","0.05242922529578209","0.05242922529578209","0.05242922529578209"
"78317","0.05163078010082245","0.05163078010082245","0.05163078010082245"
"79207","0.05089874193072319","0.05089874193072319","0.05089874193072319"
"80097","0.05167198181152344","0.05167198181152344","0.05167198181152344"
"80987","0.05172169953584671","0.05172169953584671","0.05172169953584671"
"81877","0.050532110035419464","0.050532110035419464","0.050532110035419464"
"82767","0.05028469115495682","0.05028469115495682","0.05028469115495682"
"83657","0.051055435091257095","0.051055435091257095","0.051055435091257095"
"84547","0.05175263434648514","0.05175263434648514","0.05175263434648514"
"85437","0.05186782404780388","0.05186782404780388","0.05186782404780388"
"86327","0.05135289579629898","0.05135289579629898","0.05135289579629898"
"87217","0.05186090245842934","0.05186090245842934","0.05186090245842934"
"88107","0.05307869240641594","0.05307869240641594","0.05307869240641594"
"88997","0.05184248834848404","0.05184248834848404","0.05184248834848404"